,id,type,gantryType,lat,lng,pilenumber,status,startTime,endTime,etcGantryHex,POWERSUPPLYNODENAME,POWERSUPPLYNODEDISTANCE,name,boundaryType,tollIntervals,rsuManUID,rsuModel,rsuID,VPLRUID,VPLRModel,VPLRID,HDVUID,HDVModel,HDVID,controllerUID,controllerModel,controllerID,controllerSysVer,serverUID,serverModel,serverID,serverSysVer,serverDBVer,vehDetectorUID,vehDetectorModel,vehDetectorID,weatherDetectorUID,weatherDetectorModel,weatherDetectorID,classDetectorUID,classDetectorModel,classDetectorID,loadDetectionUID,loadDetectionModel,loadDetectionID,tempControllerUID,tempControllerModel,tempControllerID,powerControllerUID,powerControllerModel,powerControllerID,safeEquipUID,safeEquipModel,safeEquipID,lineType,operators,dataMergePoint,imei,ip,snmpVersion,snmpPort,community,securityName,securityLevel,authentication,authKey,encryption,secretKey,operation,COMPANYNAME,station,LANE,stationfx,LANEFX,note,PICNUM,NUM,SORT,LANECOUNT,gantrySign,reEtcGantryHex,agencyGantryIds,REGIONALISMCODE,COUNTRYNAME,REGIONNAME
32,G000561001001320060,0,2,35.592678,110.55869,840.69,2,2020/1/1,2025/10/27,6DF014,龙门工业园收费站,0,龙门工业园-龙门工业园站_106车道,,G000561001001320,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010110,G00056100101102010060,6,,6,20,1|0,,6CF013,,610581,韩城市,渭南市
33,G000561001001320070,0,2,35.592678,110.55869,840.69,2,2020/1/1,2025/10/27,6DF014,龙门工业园收费站,0,龙门工业园-龙门工业园站_107车道,,G000561001001320,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010110,G00056100101102010070,6,,7,20,1|0,,6CF013,,610581,韩城市,渭南市
34,G000561001001410010,0,2,35.570507,110.520022,844.82,2,2005/11/27,2025/10/27,6CF001,龙门收费站,0,龙门站-龙门_001车道,,G000561001001410,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010020,G00056100100201010010,6,,1,1,1|0,,6DF002,,610581,韩城市,渭南市
35,G000561001001410020,0,2,35.570507,110.520022,844.82,2,2005/11/27,2025/10/27,6CF001,龙门收费站,0,龙门站-龙门_002车道,,G000561001001410,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010020,G00056100100201010020,6,,2,1,1|0,,6DF002,,610581,韩城市,渭南市
36,G000561001001410030,0,2,35.570507,110.520022,844.82,2,2015/5/15,2025/10/27,6CF001,龙门收费站,0,龙门站-龙门_003车道,,G000561001001410,3,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010020,G00056100100201010030,6,,3,1,1|0,,6DF002,,610581,韩城市,渭南市
37,G000561001001420010,0,2,35.570207,110.520659,844.82,2,2005/11/27,2025/10/27,6DF002,龙门收费站,0,龙门-龙门站_101车道,,G000561001001420,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010020,G00056100100202010010,6,,1,2,1|0,,6CF001,,610581,韩城市,渭南市
38,G000561001001420020,0,2,35.570207,110.520659,844.82,2,2005/11/27,2025/10/27,6DF002,龙门收费站,0,龙门-龙门站_102车道,,G000561001001420,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010020,G00056100100202010020,6,,2,2,1|0,,6CF001,,610581,韩城市,渭南市
39,G000561001001420030,0,2,35.570207,110.520659,844.82,2,2015/5/15,2025/10/27,6DF002,龙门收费站,0,龙门-龙门站_103车道,,G000561001001420,3,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010020,G00056100100202010030,6,,3,2,1|0,,6CF001,,610581,韩城市,渭南市
40,G000561001001420040,0,2,35.570207,110.520659,844.82,2,2013/11/27,2025/10/27,6DF002,龙门收费站,0,龙门-龙门站_104车道,,G000561001001420,3,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010020,G00056100100202010040,6,,4,2,1|0,,6CF001,,610581,韩城市,渭南市
41,G000561001001510010,0,2,35.47685,110.472338,856.2,2,2005/11/27,2025/10/27,6CF003,韩城收费站,0,韩城站-韩城_001车道,,G000561001001510,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010030,G00056100100301010010,6,,1,3,1|0,,6DF004,,610581,韩城市,渭南市
42,G000561001001510020,0,2,35.47685,110.472338,856.2,2,2005/11/27,2025/10/27,6CF003,韩城收费站,0,韩城站-韩城_002车道,,G000561001001510,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010030,G00056100100301010020,6,,2,3,1|0,,6DF004,,610581,韩城市,渭南市
43,G000561001001510030,0,2,35.47685,110.472338,856.2,2,2016/12/25,2025/10/27,6CF003,韩城收费站,0,韩城站-韩城_003车道,,G000561001001510,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010030,G00056100100301010030,6,,3,3,1|0,,6DF004,,610581,韩城市,渭南市
44,G000561001001510040,0,2,35.47685,110.472338,856.2,2,2016/12/25,2025/10/27,6CF003,韩城收费站,0,韩城站-韩城_004车道,,G000561001001510,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010030,G00056100100301010040,6,,4,3,1|0,,6DF004,,610581,韩城市,渭南市
45,G000561001001510050,0,2,35.47685,110.472338,856.2,2,2016/12/25,2025/10/27,6CF003,韩城收费站,0,韩城站-韩城_005车道,,G000561001001510,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010030,G00056100100301010050,6,,5,3,1|0,,6DF004,,610581,韩城市,渭南市
46,G000561001001510060,0,2,35.47685,110.472338,856.2,2,2016/12/25,2025/10/27,6CF003,韩城收费站,0,韩城站-韩城_006车道,,G000561001001510,3,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010030,G00056100100301010060,6,,6,3,1|0,,6DF004,,610581,韩城市,渭南市
47,G000561001001510070,0,2,35.47685,110.472338,856.2,2,2011/9/14,2025/10/27,6CF003,韩城收费站,0,韩城站-韩城_007车道,,G000561001001510,3,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010030,G00056100100301010070,6,,7,3,1|0,,6DF004,,610581,韩城市,渭南市
48,G000561001001520010,0,2,35.477203,110.472948,856.2,2,2005/11/27,2025/10/27,6DF004,韩城收费站,0,韩城-韩城站_101车道,,G000561001001520,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010030,G00056100100302010010,6,,1,4,1|0,,6CF003,,610581,韩城市,渭南市
49,G000561001001520020,0,2,35.477203,110.472948,856.2,2,2005/11/27,2025/10/27,6DF004,韩城收费站,0,韩城-韩城站_102车道,,G000561001001520,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010030,G00056100100302010020,6,,2,4,1|0,,6CF003,,610581,韩城市,渭南市
50,G000561001001520030,0,2,35.477203,110.472948,856.2,2,2005/11/27,2025/10/27,6DF004,韩城收费站,0,韩城-韩城站_103车道,,G000561001001520,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010030,G00056100100302010030,6,,3,4,1|0,,6CF003,,610581,韩城市,渭南市
51,G000561001001520040,0,2,35.477203,110.472948,856.2,2,2005/11/27,2025/10/27,6DF004,韩城收费站,0,韩城-韩城站_104车道,,G000561001001520,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010030,G00056100100302010040,6,,4,4,1|0,,6CF003,,610581,韩城市,渭南市
52,G000561001001520050,0,2,35.477203,110.472948,856.2,2,2005/11/27,2025/10/27,6DF004,韩城收费站,0,韩城-韩城站_105车道,,G000561001001520,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010030,G00056100100302010050,6,,5,4,1|0,,6CF003,,610581,韩城市,渭南市
53,G000561001001520060,0,2,35.477203,110.472948,856.2,2,2016/12/25,2025/10/27,6DF004,韩城收费站,0,韩城-韩城站_106车道,,G000561001001520,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010030,G00056100100302010060,6,,6,4,1|0,,6CF003,,610581,韩城市,渭南市
54,G000561001001520070,0,2,35.477203,110.472948,856.2,2,2016/12/25,2025/10/27,6DF004,韩城收费站,0,韩城-韩城站_107车道,,G000561001001520,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010030,G00056100100302010070,6,,7,4,1|0,,6CF003,,610581,韩城市,渭南市
55,G000561001001520080,0,2,35.477203,110.472948,856.2,2,2016/12/25,2025/10/27,6DF004,韩城收费站,0,韩城-韩城站_108车道,,G000561001001520,3,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010030,G00056100100302010080,6,,8,4,1|0,,6CF003,,610581,韩城市,渭南市
56,G000561001001520090,0,2,35.477203,110.472948,856.2,2,2011/9/14,2025/10/27,6DF004,韩城收费站,0,韩城-韩城站_109车道,,G000561001001520,3,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010030,G00056100100302010090,6,,9,4,1|0,,6CF003,,610581,韩城市,渭南市
57,G000561001001610010,0,2,35.344343,110.386501,873.8,2,2005/11/27,2025/10/27,6CF005,芝川收费站,0,芝川站-芝川_001车道,,G000561001001610,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010040,G00056100100401010010,6,,1,5,1|0,,6DF006,,610581,韩城市,渭南市
58,G000561001001610020,0,2,35.344343,110.386501,873.8,2,2005/11/27,2025/10/27,6CF005,芝川收费站,0,芝川站-芝川_002车道,,G000561001001610,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010040,G00056100100401010020,6,,2,5,1|0,,6DF006,,610581,韩城市,渭南市
59,G000561001001610030,0,2,35.344343,110.386501,873.8,2,2015/5/15,2025/10/27,6CF005,芝川收费站,0,芝川站-芝川_003车道,,G000561001001610,3,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010040,G00056100100401010030,6,,3,5,1|0,,6DF006,,610581,韩城市,渭南市
60,G000561001001620010,0,2,35.343899,110.387122,873.8,2,2005/11/27,2025/10/27,6DF006,芝川收费站,0,芝川-芝川站_101车道,,G000561001001620,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010040,G00056100100402010010,6,,1,6,1|0,,6CF005,,610581,韩城市,渭南市
61,G000561001001620020,0,2,35.343899,110.387122,873.8,2,2005/11/27,2025/10/27,6DF006,芝川收费站,0,芝川-芝川站_102车道,,G000561001001620,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010040,G00056100100402010020,6,,2,6,1|0,,6CF005,,610581,韩城市,渭南市
62,G000561001001620030,0,2,35.343899,110.387122,873.8,2,2015/5/15,2025/10/27,6DF006,芝川收费站,0,芝川-芝川站_103车道,,G000561001001620,3,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010040,G00056100100402010030,6,,3,6,1|0,,6CF005,,610581,韩城市,渭南市
63,G000561001001620040,0,2,35.343899,110.387122,873.8,2,2016/11/9,2025/10/27,6DF006,芝川收费站,0,芝川-芝川站_104车道,,G000561001001620,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010040,G00056100100402010040,6,,4,6,1|0,,6CF005,,610581,韩城市,渭南市
64,G000561001001710010,0,2,35.21177,110.160055,901.85,2,2005/10/28,2025/10/27,6CF007,合阳收费站,0,合阳站-合阳_001车道,,G000561001001710,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010050,G00056100100501010010,6,,1,7,1|0,,6DF008,,610524,合阳县,渭南市
65,G000561001001710020,0,2,35.21177,110.160055,901.85,2,2005/10/28,2025/10/27,6CF007,合阳收费站,0,合阳站-合阳_002车道,,G000561001001710,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010050,G00056100100501010020,6,,2,7,1|0,,6DF008,,610524,合阳县,渭南市
66,G000561001001710030,0,2,35.21177,110.160055,901.85,2,2014/11/30,2025/10/27,6CF007,合阳收费站,0,合阳站-合阳_003车道,,G000561001001710,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010050,G00056100100501010030,6,,3,7,1|0,,6DF008,,610524,合阳县,渭南市
67,G000561001001720010,0,2,35.211737,110.160881,901.85,2,2005/10/28,2025/10/27,6DF008,合阳收费站,0,合阳-合阳站_101车道,,G000561001001720,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010050,G00056100100502010010,6,,1,8,1|0,,6CF007,,610524,合阳县,渭南市
68,G000561001001720020,0,2,35.211737,110.160881,901.85,2,2005/10/28,2025/10/27,6DF008,合阳收费站,0,合阳-合阳站_102车道,,G000561001001720,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010050,G00056100100502010020,6,,2,8,1|0,,6CF007,,610524,合阳县,渭南市
69,G000561001001720030,0,2,35.211737,110.160881,901.85,2,2005/10/28,2025/10/27,6DF008,合阳收费站,0,合阳-合阳站_103车道,,G000561001001720,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010050,G00056100100502010030,6,,3,8,1|0,,6CF007,,610524,合阳县,渭南市
70,G000561001001720040,0,2,35.211737,110.160881,901.85,2,2014/11/30,2025/10/27,6DF008,合阳收费站,0,合阳-合阳站_104车道,,G000561001001720,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010050,G00056100100502010040,6,,4,8,1|0,,6CF007,,610524,合阳县,渭南市
71,G000561001001810010,0,2,35.001062,109.935853,934.75,2,2005/10/28,2025/10/27,6CF009,澄城收费站,0,澄城站-澄城_001车道,,G000561001001810,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010060,G00056100100601010010,6,,1,9,1|0,,6DF00A,,610525,澄城县,渭南市
72,G000561001001810020,0,2,35.001062,109.935853,934.75,2,2005/10/28,2025/10/27,6CF009,澄城收费站,0,澄城站-澄城_002车道,,G000561001001810,,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010060,G00056100100601010020,6,,2,9,1|0,,6DF00A,,610525,澄城县,渭南市
73,G000561001001810030,0,2,35.001062,109.935853,934.75,2,2005/10/28,2025/10/27,6CF009,澄城收费站,0,澄城站-澄城_003车道,,G000561001001810,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010060,G00056100100601010030,6,,3,9,1|0,,6DF00A,,610525,澄城县,渭南市
74,G000561001001810040,0,2,35.001062,109.935853,934.75,2,2014/11/30,2025/10/27,6CF009,澄城收费站,0,澄城站-澄城_004车道,,G000561001001810,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010060,G00056100100601010040,6,,4,9,1|0,,6DF00A,,610525,澄城县,渭南市
75,G000561001001820010,0,2,35.000791,109.935057,934.75,2,2005/10/28,2025/10/27,6DF00A,澄城收费站,0,澄城-澄城站_101车道,,G000561001001820,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010060,G00056100100602010010,6,,1,10,1|0,,6CF009,,610525,澄城县,渭南市
76,G000561001001820020,0,2,35.000791,109.935057,934.75,2,2005/10/28,2025/10/27,6DF00A,澄城收费站,0,澄城-澄城站_102车道,,G000561001001820,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010060,G00056100100602010020,6,,2,10,1|0,,6CF009,,610525,澄城县,渭南市
77,G000561001001820030,0,2,35.000791,109.935057,934.75,2,2005/10/28,2025/10/27,6DF00A,澄城收费站,0,澄城-澄城站_103车道,,G000561001001820,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010060,G00056100100602010030,6,,3,10,1|0,,6CF009,,610525,澄城县,渭南市
78,G000561001001820040,0,2,35.000791,109.935057,934.75,2,2014/11/30,2025/10/27,6DF00A,澄城收费站,0,澄城-澄城站_104车道,,G000561001001820,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010060,G00056100100602010040,6,,4,10,1|0,,6CF009,,610525,澄城县,渭南市
79,G000561001001910010,0,2,34.937895,109.762651,953,2,2005/10/28,2025/10/27,6CF00B,孙镇收费站,0,孙镇站-孙镇_001车道,,G000561001001910,3,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010070,G00056100100701010010,6,,1,11,1|0,,6DF00C,,610526,蒲城县,渭南市
80,G000561001001910020,0,2,34.937895,109.762651,953,2,2005/10/28,2025/10/27,6CF00B,孙镇收费站,0,孙镇站-孙镇_002车道,,G000561001001910,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010070,G00056100100701010020,6,,2,11,1|0,,6DF00C,,610526,蒲城县,渭南市
81,G000561001001910030,0,2,34.937895,109.762651,953,2,2015/5/31,2025/10/27,6CF00B,孙镇收费站,0,孙镇站-孙镇_003车道,,G000561001001910,3,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010070,G00056100100701010030,6,,3,11,1|0,,6DF00C,,610526,蒲城县,渭南市
82,G000561001001920010,0,2,34.937325,109.762917,953,2,2005/10/28,2025/10/27,6DF00C,孙镇收费站,0,孙镇-孙镇站_101车道,,G000561001001920,3,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010070,G00056100100702010010,6,,1,12,1|0,,6CF00B,,610526,蒲城县,渭南市
83,G000561001001920020,0,2,34.937325,109.762917,953,2,2005/10/28,2025/10/27,6DF00C,孙镇收费站,0,孙镇-孙镇站_102车道,,G000561001001920,2,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,2,4|3,10.254.203.106|29.29.108.10,,0.0.0.0,,161,,,,,,,,1,西禹,,,G0005610010070,G00056100100702010020,6,,2,12,1|0,,6CF00B,,610526,蒲城县,渭南市
